mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0028696060180664062,0.0007415789308513471,0.0013333956400553386,0.00025074685979137323,,{'max_depth': None},-0.1289964349523836,-0.08422861840469051,-0.0760104822848384,-0.09641184521397084,0.023283771983030166,2
0.0017394224802652996,0.00024052715371067774,0.0012392997741699219,0.00010501898638365072,2,{'max_depth': 2},-0.1270465640504598,-0.05243879146220831,-0.059339040013513006,-0.07960813184206038,0.03366211515745485,1
