,price
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,110.67113494873047
2020-09-09,115.0854263305664
2020-09-10,111.328369140625
2020-09-11,109.86674499511719
2020-09-12,
2020-09-13,
2020-09-14,113.16276550292969
2020-09-15,113.3393325805664
2020-09-16,109.9942626953125
2020-09-17,108.23835754394531
2020-09-18,104.80502319335938
2020-09-19,
2020-09-20,
2020-09-21,107.98332214355469
2020-09-22,109.68036651611328
2020-09-23,105.07970428466797
2020-09-24,106.15875244140625
2020-09-25,110.14142608642578
2020-09-26,
2020-09-27,
2020-09-28,112.77037811279297
2020-09-29,111.91693878173828
2020-09-30,113.60417938232422
2020-10-01,114.56552124023438
2020-10-02,110.86732482910156
2020-10-03,
2020-10-04,
2020-10-05,114.28103637695312
2020-10-06,111.0046615600586
2020-10-07,112.88809967041016
2020-10-08,112.7801742553711
2020-10-09,114.74210357666016
2020-10-10,
2020-10-11,
2020-10-12,122.03057861328125
2020-10-13,118.79342651367188
2020-10-14,118.8817138671875
2020-10-15,118.41085815429688
2020-10-16,116.75304412841797
2020-10-17,
2020-10-18,
2020-10-19,113.77096557617188
2020-10-20,115.27180480957031
2020-10-21,114.64398956298828
2020-10-22,113.54532623291016
2020-10-23,112.8488540649414
2020-10-24,
2020-10-25,
2020-10-26,112.8586654663086
2020-10-27,114.37914276123047
2020-10-28,109.08199310302734
2020-10-29,113.12351989746094
2020-10-30,106.78656005859375
2020-10-31,
2020-11-01,
2020-11-02,106.69827270507812
2020-11-03,108.33645629882812
2020-11-04,112.76055908203125
2020-11-05,116.7628402709961
2020-11-06,116.63020324707031
2020-11-07,
2020-11-08,
2020-11-09,114.30133056640625
2020-11-10,113.9573974609375
2020-11-11,117.41630554199219
2020-11-12,117.14117431640625
2020-11-13,117.19029998779297
2020-11-14,
2020-11-15,
2020-11-16,118.21224975585938
2020-11-17,117.31804656982422
2020-11-18,115.98165130615234
2020-11-19,116.58106231689453
2020-11-20,115.3036117553711
2020-11-21,
2020-11-22,
2020-11-23,111.87419128417969
2020-11-24,113.17127227783203
2020-11-25,114.016357421875
2020-11-26,
2020-11-27,114.56664276123047
2020-11-28,
2020-11-29,
2020-11-30,116.98396301269531
2020-12-01,120.59025573730469
2020-12-02,120.94401550292969
2020-12-03,120.80643463134766
2020-12-04,120.12842559814453
2020-12-05,
2020-12-06,
2020-12-07,121.60240173339844
2020-12-08,122.2214584350586
2020-12-09,119.66657257080078
2020-12-10,121.10123443603516
2020-12-11,120.28564453125
2020-12-12,
2020-12-13,
2020-12-14,119.66657257080078
2020-12-15,125.66070556640625
2020-12-16,125.5919189453125
2020-12-17,126.46646881103516
2020-12-18,124.46187591552734
2020-12-19,
2020-12-20,
2020-12-21,126.00463104248047
2020-12-22,129.59129333496094
2020-12-23,128.68727111816406
2020-12-24,129.67979431152344
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,134.3178253173828
2020-12-29,132.52938842773438
2020-12-30,131.39938354492188
2020-12-31,
