mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0029521942138671874,0.0017043486534456362,0.0013894081115722657,0.0002769611505445766,,{'max_depth': None},-0.1354057093687738,-0.07379142217973131,-0.0623645686103223,-0.12229193763232579,-0.062698667588483,-0.09131046107592725,0.031201470967463726,2
0.0019704341888427735,0.00017802015230517542,0.0013950824737548827,8.987799860976822e-05,2,{'max_depth': 2},-0.0993584328501836,-0.054564597997280966,-0.05263422606223881,-0.058991102490284685,-0.059333921776687906,-0.06497645623533518,0.017381141551287265,1
