log_yield,lag_1,lag_2,lag_3
0.0046427840919689,,,
0.0087630967988528,0.0046427840919689,,
0.0123218733276255,0.0087630967988528,0.0046427840919689,
0.0010199633237374,0.0123218733276255,0.0087630967988528,0.0046427840919689
-0.0006797978412718,0.0010199633237374,0.0123218733276255,0.0087630967988528
-0.0045443330578352,-0.0006797978412718,0.0010199633237374,0.0123218733276255
0.0029559032180341,-0.0045443330578352,-0.0006797978412718,0.0010199633237374
0.0171098756340307,0.0029559032180341,-0.0045443330578352,-0.0006797978412718
-0.0140488240468352,0.0171098756340307,0.0029559032180341,-0.0045443330578352
0.0200575596078327,-0.0140488240468352,0.0171098756340307,0.0029559032180341
-0.0004437338534219,0.0200575596078327,-0.0140488240468352,0.0171098756340307
-0.0011104707718801,-0.0004437338534219,0.0200575596078327,-0.0140488240468352
0.0177307701622918,-0.0011104707718801,-0.0004437338534219,0.0200575596078327
0.0031605980102463,0.0177307701622918,-0.0011104707718801,-0.0004437338534219
-0.0008710152789572,0.0031605980102463,0.0177307701622918,-0.0011104707718801
0.0055389673957356,-0.0008710152789572,0.0031605980102463,0.0177307701622918
0.0185637753052175,0.0055389673957356,-0.0008710152789572,0.0031605980102463
-0.0014895590246779,0.0185637753052175,0.0055389673957356,-0.0008710152789572
-0.012643262637811,-0.0014895590246779,0.0185637753052175,0.0055389673957356
0.0241823161341352,-0.012643262637811,-0.0014895590246779,0.0185637753052175
-0.0079254070217847,0.0241823161341352,-0.012643262637811,-0.0014895590246779
-0.0266625329146083,-0.0079254070217847,0.0241823161341352,-0.012643262637811
-0.0420576782299865,-0.0266625329146083,-0.0079254070217847,0.0241823161341352
0.0371429638580352,-0.0420576782299865,-0.0266625329146083,-0.0079254070217847
-0.0190127580705917,0.0371429638580352,-0.0420576782299865,-0.0266625329146083
-0.0526981386315609,-0.0190127580705917,0.0371429638580352,-0.0420576782299865
0.0366115909128202,-0.0526981386315609,-0.0190127580705917,0.0371429638580352
0.0107155711335976,0.0366115909128202,-0.0526981386315609,-0.0190127580705917
0.007823035820443,0.0107155711335976,0.0366115909128202,-0.0526981386315609
0.0155368940257212,0.007823035820443,0.0107155711335976,0.0366115909128202
0.0201673613947887,0.0155368940257212,0.007823035820443,0.0107155711335976
-0.0071482369433416,0.0201673613947887,0.0155368940257212,0.007823035820443
0.007795798650898,-0.0071482369433416,0.0201673613947887,0.0155368940257212
-0.0133546432954595,0.007795798650898,-0.0071482369433416,0.0201673613947887
0.0026199811044077,-0.0133546432954595,0.007795798650898,-0.0071482369433416
0.0250831129290317,0.0026199811044077,-0.0133546432954595,0.007795798650898
0.0143556104502497,0.0250831129290317,0.0026199811044077,-0.0133546432954595
-0.012868182252766,0.0143556104502497,0.0250831129290317,0.0026199811044077
-0.0045753549718547,-0.012868182252766,0.0143556104502497,0.0250831129290317
-0.0098596152641752,-0.0045753549718547,-0.012868182252766,0.0143556104502497
0.0021517100116004,-0.0098596152641752,-0.0045753549718547,-0.012868182252766
0.0063204885846732,0.0021517100116004,-0.0098596152641752,-0.0045753549718547
-0.0034229039452857,0.0063204885846732,0.0021517100116004,-0.0098596152641752
0.0057699279854553,-0.0034229039452857,0.0063204885846732,0.0021517100116004
