log_yield,lag_1,lag_2,lag_3
-0.0001740647234586,,,
0.004634196857844,-0.0001740647234586,,
0.0113210877872718,0.004634196857844,-0.0001740647234586,
-0.0037212583485234,0.0113210877872718,0.004634196857844,-0.0001740647234586
-0.0001146486720917,-0.0037212583485234,0.0113210877872718,0.004634196857844
-0.0002295226542895,-0.0001146486720917,-0.0037212583485234,0.0113210877872718
0.0056641970217705,-0.0002295226542895,-0.0001146486720917,-0.0037212583485234
0.010273117781429,0.0056641970217705,-0.0002295226542895,-0.0001146486720917
-0.0050947753796371,0.010273117781429,0.0056641970217705,-0.0002295226542895
0.0163810639481086,-0.0050947753796371,0.010273117781429,0.0056641970217705
0.0008930472409276,0.0163810639481086,-0.0050947753796371,0.010273117781429
-0.0044726883901704,0.0008930472409276,0.0163810639481086,-0.0050947753796371
-0.0082150500017614,-0.0044726883901704,0.0008930472409276,0.0163810639481086
0.0002258259630762,-0.0082150500017614,-0.0044726883901704,0.0008930472409276
-0.0160563901769832,0.0002258259630762,-0.0082150500017614,-0.0044726883901704
-0.0180123710499044,-0.0160563901769832,0.0002258259630762,-0.0082150500017614
0.0023349493173206,-0.0180123710499044,-0.0160563901769832,0.0002258259630762
-0.0209159946367558,0.0023349493173206,-0.0180123710499044,-0.0160563901769832
-0.0059114955402349,-0.0209159946367558,0.0023349493173206,-0.0180123710499044
0.0027511738218854,-0.0059114955402349,-0.0209159946367558,0.0023349493173206
0.0020883285490063,0.0027511738218854,-0.0059114955402349,-0.0209159946367558
-0.0443596537533477,0.0020883285490063,0.0027511738218854,-0.0059114955402349
-0.0253017929338373,-0.0443596537533477,0.0020883285490063,0.0027511738218854
0.0409419959894296,-0.0253017929338373,-0.0443596537533477,0.0020883285490063
-0.0216396740447947,0.0409419959894296,-0.0253017929338373,-0.0443596537533477
-0.0279020145666836,-0.0216396740447947,0.0409419959894296,-0.0253017929338373
0.012157059552219,-0.0279020145666836,-0.0216396740447947,0.0409419959894296
0.039488808671672,0.012157059552219,-0.0279020145666836,-0.0216396740447947
0.0099681325723635,0.039488808671672,0.012157059552219,-0.0279020145666836
0.0182694445396134,0.0099681325723635,0.039488808671672,0.012157059552219
0.0330268192243532,0.0182694445396134,0.0099681325723635,0.039488808671672
-0.0032427165081488,0.0330268192243532,0.0182694445396134,0.0099681325723635
-0.0033691906779932,-0.0032427165081488,0.0330268192243532,0.0182694445396134
-0.0045492129672282,-0.0033691906779932,-0.0032427165081488,0.0330268192243532
0.0083246343485943,-0.0045492129672282,-0.0033691906779932,-0.0032427165081488
0.0172415610499229,0.0083246343485943,-0.0045492129672282,-0.0033691906779932
0.0195793718078018,0.0172415610499229,0.0083246343485943,-0.0045492129672282
-0.0032461424339601,0.0195793718078018,0.0172415610499229,0.0083246343485943
-0.0015148574784949,-0.0032461424339601,0.0195793718078018,0.0172415610499229
-0.0176712930189761,-0.0015148574784949,-0.0032461424339601,0.0195793718078018
0.0068903128855799,-0.0176712930189761,-0.0015148574784949,-0.0032461424339601
0.0034561274041045,0.0068903128855799,-0.0176712930189761,-0.0015148574784949
-0.0008490105366707,0.0034561274041045,0.0068903128855799,-0.0176712930189761
-0.0093260782254896,-0.0008490105366707,0.0034561274041045,0.0068903128855799
0.0108532680246505,-0.0093260782254896,-0.0008490105366707,0.0034561274041045
0.0170351131178062,0.0108532680246505,-0.0093260782254896,-0.0008490105366707
0.0096211976582262,0.0170351131178062,0.0108532680246505,-0.0093260782254896
-0.0096768602340366,0.0096211976582262,0.0170351131178062,0.0108532680246505
-0.0085378965619129,-0.0096768602340366,0.0096211976582262,0.0170351131178062
0.0011763789903703,-0.0085378965619129,-0.0096768602340366,0.0096211976582262
-0.0035328436404104,0.0011763789903703,-0.0085378965619129,-0.0096768602340366
-0.015397145338565,-0.0035328436404104,0.0011763789903703,-0.0085378965619129
-0.0003420204032493,-0.015397145338565,-0.0035328436404104,0.0011763789903703
-0.022915373336234,-0.0003420204032493,-0.015397145338565,-0.0035328436404104
-0.0142304269500912,-0.022915373336234,-0.0003420204032493,-0.015397145338565
-0.0234288940782307,-0.0142304269500912,-0.022915373336234,-0.0003420204032493
0.0463793098418128,-0.0234288940782307,-0.0142304269500912,-0.022915373336234
-0.0259754667460476,0.0463793098418128,-0.0234288940782307,-0.0142304269500912
