mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0035233497619628906,0.0018149105765927751,0.0014595985412597656,0.0003250674485666377,,{'max_depth': None},-0.1289964349523836,-0.08422861840469051,-0.0760104822848384,-0.09641184521397084,0.023283771983030166,2
0.0016562938690185547,0.0001249342170654786,0.0011914571126302083,6.417560133258797e-05,2,{'max_depth': 2},-0.1270465640504598,-0.05243879146220831,-0.059339040013513006,-0.07960813184206038,0.03366211515745485,1
