,price,log_yield,rolling_std
2018-01-02,40.56892395019531,,
2018-01-03,40.56187057495117,-0.0001738766470412,
2018-01-04,40.750267028808594,0.0046339155882939,
2018-01-05,41.2142333984375,0.011321275010433,
2018-01-08,41.06114196777344,-0.0037214441542136,
2018-01-09,41.05643844604492,-0.0001145557798941,0.005809450035364855
2018-01-10,41.04701614379883,-0.0002295226756177,0.005815637343443343
2018-01-11,41.28015899658203,0.0056638279069679,0.005932580670217814
2018-01-12,41.70643997192383,0.0102735798310524,0.005553197459192531
2018-01-16,41.49448013305664,-0.0050951431101451,0.0059499851579861845
2018-01-17,42.1798095703125,0.0163812508007531,0.008459444454624269
2018-01-18,42.21750259399414,0.0008932281187911,0.008285813978492354
2018-01-19,42.029090881347656,-0.0044728699166721,0.009433985326637803
2018-01-22,41.68525314331055,-0.0082145939394825,0.00977929186651448
2018-01-23,41.694671630859375,0.0002259173923314,0.009381464811730059
2018-01-24,41.03052520751953,-0.0160570350585087,0.006955777432438492
2018-01-25,40.298091888427734,-0.0180121867953892,0.007693859979309696
2018-01-26,40.39229202270508,0.0023348550968799,0.009215006168410282
2018-01-29,39.55624008178711,-0.0209155164423745,0.010903832180442458
2018-01-30,39.32309341430664,-0.0059114938249039,0.009672595409743362
2018-01-31,39.43140411376953,0.0027505925667799,0.01111067785939652
2018-02-01,39.51383972167969,0.0020884256952587,0.01015546969497023
2018-02-02,37.799339294433594,-0.0443593597521021,0.01982227565909172
2018-02-05,36.854949951171875,-0.0253016868421089,0.020335651968392602
2018-02-06,38.39517593383789,0.0409418883315763,0.032334352625695374
2018-02-07,37.573238372802734,-0.0216397733983557,0.032752096651233936
2018-02-08,36.53935241699219,-0.0279022233660528,0.03281013013954582
2018-02-09,36.98629379272461,0.0121575777660332,0.030068554740937
2018-02-12,38.47604751586914,0.039488499257227,0.032632841088403905
2018-02-13,38.86148834228515,0.0099678380882713,0.02749624377012485
2018-02-14,39.5780029296875,0.0182697390237056,0.024384470830224447
2018-02-15,40.90695571899414,0.0330266327183253,0.013050874722732869
2018-02-16,40.7745475769043,-0.003242062222785,0.01726330587914519
2018-02-20,40.63738250732422,-0.0033696584573292,0.015397940449721145
2018-02-21,40.45293045043945,-0.0045493072668757,0.016918439870302362
2018-02-22,40.79108428955078,0.008324448094528,0.015971293064157545
2018-02-23,41.500492095947266,0.017241749684315,0.009586896615459927
2018-02-26,42.32105255126953,0.0195793735900203,0.011234021982304094
2018-02-27,42.18389892578125,-0.0032460522968566,0.01120436997534218
2018-02-28,42.12004852294922,-0.0015147669112336,0.01044715237905207
2018-03-01,41.382266998291016,-0.0176713835862373,0.015526837797821191
2018-03-02,41.66838836669922,0.0068903128855799,0.01371748153912277
2018-03-05,41.812644958496094,0.0034560361710075,0.009424916415063362
2018-03-06,41.77718353271485,-0.0008484627507598,0.009433190217972601
2018-03-07,41.38935089111328,-0.0093267191105934,0.009976904068765327
2018-03-08,41.84101486206055,0.0108534523569405,0.007755919624618558
2018-03-09,42.55987548828125,0.0170348442239214,0.010222628335403805
2018-03-12,42.97134780883789,0.0096216440982109,0.010474124682199418
2018-03-13,42.5575065612793,-0.009677306688989,0.012376424745918666
2018-03-14,42.19571685791016,-0.0085375372482105,0.01217208934727276
2018-03-15,42.2453727722168,0.0011761079883723,0.011534564987036859
2018-03-16,42.09640121459961,-0.0035325724251256,0.007889852827504885
2018-03-19,41.45320892333984,-0.015396959884145,0.006299309770385075
2018-03-20,41.43901443481445,-0.0003424805871787,0.006746618757046993
2018-03-21,40.50022888183594,-0.0229151892248614,0.010485345647386773
2018-03-22,39.92797088623047,-0.0142305224895588,0.00922881996856561
2018-03-23,39.00337600708008,-0.0234288963430423,0.009340017631753158
2018-03-26,40.85493850708008,0.0463795010178503,0.02909224109709541
2018-03-27,39.8073616027832,-0.0259758476045845,0.03073917901240295
2018-03-28,39.36753463745117,-0.011110377419615,0.029747842787816475
2018-03-29,39.67494583129883,0.0077784184399317,0.029793360979855178
2018-04-02,39.414833068847656,-0.0065776818168439,0.027527205139633772
2018-04-03,39.81919860839844,0.0102069537953816,0.014783938198047193
2018-04-04,40.58061981201172,0.0189414350313864,0.012411125649912527
2018-04-05,40.86203384399414,0.0069107559575343,0.009176442035800635
2018-04-06,39.81682968139648,-0.0259116848399711,0.01748464369731059
2018-04-09,40.21173477172851,0.0098691835437561,0.017316187560303065
2018-04-10,40.96843719482422,0.0186430829486651,0.01844590192735002
2018-04-11,40.77690505981445,-0.004686077034357,0.017186055210905177
2018-04-12,41.17889022827149,0.0098098832609093,0.017483139240713333
2018-04-13,41.31842041015625,0.0033826633583993,0.008667806822645079
2018-04-16,41.576171875,0.0062187963874478,0.008561310754735705
2018-04-17,42.148441314697266,0.0136704925856993,0.006962892972520102
2018-04-18,42.053836822509766,-0.0022470777296785,0.006085329014628447
2018-04-19,40.86203384399414,-0.0287492624808702,0.016252956848959683
2018-04-20,39.18782424926758,-0.0418352714059342,0.02369988014629685
2018-04-23,39.074310302734375,-0.0029008671124273,0.0223982072823751
2018-04-24,38.53043746948242,-0.0140167129799197,0.017143943357736523
2018-04-25,38.69832992553711,0.0043479321556336,0.018825343440757047
2018-04-26,38.833126068115234,0.0034772022959755,0.019152951361954225
2018-04-27,38.383819580078125,-0.0116376413293195,0.008446391495117856
2018-04-30,39.07905197143555,0.0179505625246381,0.013087380739197187
2018-05-01,39.987091064453125,0.0229701104218979,0.013609515196121344
2018-05-02,41.75352478027344,0.0432271949691487,0.020683005188639685
