,price,log_yield,rolling_std
2018-01-02,79.79291534423828,,
2018-01-03,80.16426086425781,0.0046430700509561,
2018-01-04,80.86981201171875,0.0087628121131143,
2018-01-05,81.87246704101562,0.012322154041981,
2018-01-08,81.95600891113281,0.0010198700424073,
2018-01-09,81.90029907226562,-0.0006799840872701,0.005379954831690498
2018-01-10,81.52896881103516,-0.0045442399031793,0.006960315586003556
2018-01-11,81.77033996582031,0.0029561831262113,0.006288889162601749
2018-01-12,83.18146514892578,0.0171099626054664,0.008266244323734032
2018-01-16,82.02098083496094,-0.0140494699791997,0.011400266931415989
2018-01-17,83.68275451660156,0.0200578386605846,0.014397342720707975
2018-01-18,83.64561462402344,-0.0004439162752708,0.01387448996311113
2018-01-19,83.55278778076172,-0.0011103796622948,0.014149945223708233
2018-01-22,85.04745483398438,0.0177307717670596,0.014292317038758507
2018-01-23,85.3166732788086,0.0031605088689062,0.01021916775790475
2018-01-24,85.24240112304688,-0.0008709259324592,0.008036767620291652
2018-01-25,85.71588897705078,0.0055392349139653,0.007705369697261227
2018-01-26,87.32195281982422,0.0185636846601944,0.008818282723192449
2018-01-29,87.19195556640625,-0.0014898213977887,0.008127602696389973
2018-01-30,86.09651947021484,-0.0126430876355688,0.011418850513417317
2018-01-31,88.20391082763672,0.0241823161341352,0.014906952023319004
2018-02-01,87.50763702392578,-0.007925232650828,0.016345288649867045
2018-02-02,85.20526885986328,-0.0266627968269078,0.018709201585985453
2018-02-05,81.696044921875,-0.0420576820762022,0.02469526229983023
2018-02-06,84.78752899169922,0.0371428772805932,0.03339160358498565
2018-02-07,83.19071960449219,-0.0190126698152702,0.029995102813885986
2018-02-08,78.92024230957031,-0.0526980469218819,0.03487196979634489
2018-02-09,81.8631591796875,0.0366113113220907,0.042740988612091566
2018-02-12,82.74510955810547,0.0107158507243271,0.03853834650852723
2018-02-13,83.39498138427734,0.0078232187905716,0.03391215542978052
2018-02-14,84.7007827758789,0.0155367110555928,0.03342967513201606
2018-02-15,86.42633056640625,0.0201675379473543,0.011331665260750958
2018-02-16,85.81072998046875,-0.00714832458634,0.010388239022858117
2018-02-20,86.48228454589844,0.0077955333030255,0.010379188364729237
2018-02-21,85.33504486083984,-0.0133543774519763,0.014427006949777001
2018-02-22,85.55888366699219,0.0026196241854478,0.013071716082369312
2018-02-23,87.73214721679688,0.0250835543675476,0.014843174774052437
2018-02-26,89.00064086914062,0.0143551793567982,0.014272220750477014
2018-02-27,87.86272430419922,-0.0128679250840488,0.01685144703049917
2018-02-28,87.4616470336914,-0.0045752677405353,0.015061985305566431
2018-03-01,86.6035385131836,-0.0098597024954944,0.01650401817351306
2018-03-02,86.79009246826172,0.0021517979178883,0.010852664920684724
2018-03-05,87.34040069580078,0.0063206627356509,0.00802175576038449
2018-03-06,87.04191589355469,-0.0034233413064561,0.006261554244217173
2018-03-07,87.54560852050781,0.00577010328936,0.006830519139990884
2018-03-08,88.07725524902344,0.006054432106544,0.0041625254540750434
2018-03-09,90.04530334472656,0.0220985842728132,0.009203514730180992
2018-03-12,90.25983428955078,0.0023796442949378,0.009479825325158087
2018-03-13,88.05858612060547,-0.0246902141391454,0.016930717538598317
2018-03-14,87.5362548828125,-0.0059492952689066,0.017143984273418737
2018-03-15,87.84407043457031,0.0035102668132844,0.016955289147436443
2018-03-16,88.23579406738281,0.0044493932360707,0.012251152022844857
2018-03-19,86.64086151123047,-0.0182411628979812,0.012989938767672972
2018-03-20,86.86470794677734,0.0025802809724295,0.009613060615224059
2018-03-21,86.25843811035156,-0.0070039428998729,0.009712412019722672
2018-03-22,83.7493896484375,-0.0295190013908446,0.014351885022582502
2018-03-23,81.31501007080078,-0.0294982576691276,0.014103006532002119
2018-03-26,87.4709701538086,0.0729763434154353,0.042144375534523236
2018-03-27,83.4509506225586,-0.047047927079544,0.04745561535193592
2018-03-28,83.37631225585938,-0.0008947982528927,0.04756678432083563
2018-03-29,85.12984466552734,0.0208134319079541,0.04687681824715674
2018-04-02,82.56483459472656,-0.0305938166416701,0.04707043430767517
2018-04-03,83.67478942871094,0.0133538719776353,0.029017618398012122
2018-04-04,86.11853790283203,0.0287869643550759,0.02333976742536554
2018-04-05,86.16515350341797,0.0005411493257781,0.023237822359124128
2018-04-06,84.15979766845703,-0.0235484993804542,0.02485736139222607
2018-04-09,84.66346740722656,0.0059668462507184,0.01917966237195299
2018-04-10,86.63150787353516,0.0229793905477168,0.020651832120062427
2018-04-11,85.68016815185547,-0.0110421929611575,0.017572717407319072
2018-04-12,87.28443908691406,0.0185508118364356,0.01969095798725919
2018-04-13,86.81806945800781,-0.0053574270501077,0.014705528726499944
2018-04-16,87.8347396850586,0.011642317299153,0.014898920948848671
2018-04-17,89.60691833496094,0.019975439780185,0.014153250812643675
2018-04-18,89.9520492553711,0.0038442117380087,0.010591336883521135
2018-04-19,89.64424133300781,-0.0034277793014724,0.010576642600542476
2018-04-20,88.60891723632812,-0.0116164644416557,0.012375933581099821
2018-04-23,88.93536376953125,0.0036773575496827,0.011651145448665686
2018-04-24,86.85538482666016,-0.0236653638809852,0.011624366004898077
2018-04-25,86.0998764038086,-0.0087365162866616,0.01016673568929857
2018-04-26,87.918701171875,0.0209045612090606,0.0169284311034241
2018-04-27,89.37373352050781,0.0164142933679777,0.018313630994040993
2018-04-30,87.22847747802734,-0.0242959763305667,0.021552210984741305
2018-05-01,88.60891723632812,0.0157016443714923,0.01961943198301583
2018-05-02,87.21915435791016,-0.015808531693813,0.020975050166456163
2018-05-03,87.7414779663086,0.0059707735757601,0.018648127515180333
