,price,log_yield,rolling_std,yield
2018-01-02,53.5279541015625,,,
2018-01-03,54.44119644165039,0.0169171307805194,,0.017061035778709766
2018-01-04,54.65266799926758,0.0038768783849076,,0.0038844031990339367
2018-01-05,55.37737655639648,0.0131731117617492,,0.013260259446777889
2018-01-08,55.57289123535156,0.0035243697058752,,0.003530587599359647
2018-01-09,55.50206756591797,-0.0012752411487872,0.0075245340356405,-0.0012744283743246765
2018-01-10,55.36989212036133,-0.0023842910064371,0.0061455480981684,-0.0023814508423430913
2018-01-11,55.46516036987305,0.001719100065069,0.0061778706418569,0.0017205785646940974
2018-01-12,56.39286422729492,0.0165875471498474,0.0076123866030915,0.016725884343170128
2018-01-16,56.395355224609375,4.4171232190083046e-05,0.0077821636064273,4.4172207753323534e-05
2018-01-17,56.8143196105957,0.0074015988349908,0.0075722952327936,0.007429058374004205
2018-01-18,56.658203125,-0.0027516191644256,0.0076591727214836,-0.0027478369302972316
2018-01-19,57.03377532958984,0.0066068613785635,0.0075099935541375,0.006628734832293315
2018-01-22,58.06422424316406,0.0179060704749309,0.0080003791307129,0.018067345316339578
2018-01-23,58.663238525390625,0.0102635579732107,0.0074344531294261,0.010316408942587119
2018-01-24,58.41984176635742,-0.0041576820330678,0.0092081524598194,-0.004149050839187041
2018-01-25,58.96099853515625,0.0092205951409248,0.0079763508072718,0.00926323578490873
2018-01-26,59.23133087158203,0.0045744560444684,0.008113653790895,0.004584934840691224
2018-01-29,59.177467346191406,-0.0009097893047926,0.0062703073777724,-0.0009093755719824514
2018-01-30,58.72309112548828,-0.0077078255803641,0.0067687084208706,-0.007678196466993081
2018-01-31,58.96499252319336,0.0041108960375994,0.0064387141053237,0.004119357361282994
2018-02-01,58.933570861816406,-0.0005330287531715,0.0049574243941888,-0.0005328867185829811
2018-02-02,55.821773529052734,-0.0542468920976852,0.0240684754946801,-0.05280177812506914
2018-02-05,52.9882926940918,-0.0520930033028511,0.0286892085168174,-0.050759419771681746
2018-02-06,54.08757400512695,0.0205334772108517,0.0344343819852531,0.02074573939155666
2018-02-07,52.64015579223633,-0.0271252272066723,0.0325547446481726,-0.026760642153286884
2018-02-08,50.26104736328125,-0.0462488757899929,0.0311652000617576,-0.04519569505730758
2018-02-09,52.18428421020508,0.0375510099866277,0.04034859359983,0.03826495761265947
2018-02-12,52.59775924682617,0.0078921381777643,0.0344883306722041,0.00792336319025777
2018-02-13,52.576812744140625,-0.0003983187678536,0.0323525492356598,-0.00039823944946493217
2018-02-14,53.50251770019531,0.0174535124132318,0.0310777148133715,0.017606714970713977
2018-02-15,54.43321228027344,0.0172457748170181,0.0141663321925113,0.01739534175369717
2018-02-16,54.63970184326172,0.0037862710707068,0.0080000243927913,0.003793448050155135
2018-02-20,55.04320526123047,0.0073576685544473,0.0080253302642282,0.007384802704931248
2018-02-21,55.549949645996094,0.0091641825689223,0.0061100778149208,0.009206302255849064
2018-02-22,55.35792541503906,-0.0034627734546051,0.0075733081493981,-0.0034567849688568186
2018-02-23,56.26517868041992,0.0162560117229582,0.0072381296198784,0.016388859563989167
2018-02-26,57.04375076293945,0.0137426827668225,0.0076228804730658,0.013837547498813274
2018-02-27,55.73748779296875,-0.0231655797134233,0.0162350971243377,-0.02289931767283726
2018-02-28,55.059661865234375,-0.0122355924539929,0.0168504103614424,-0.012161041958907326
2018-03-01,53.438175201416016,-0.0298919765249815,0.0211179048085005,-0.029449629890338946
2018-03-02,54.0731086730957,0.0118116132676268,0.0199525958350579,0.011881645832525711
2018-03-05,54.60279083251953,0.0097480003603686,0.0189202098818504,0.009795666874380604
2018-03-06,54.909034729003906,0.0055929063953558,0.0177778505870544,0.005608575895391432
2018-03-07,55.614288330078125,0.0127622506069955,0.0180425354492309,0.012844035677459953
2018-03-08,56.32952117919922,0.0127785999943544,0.0030276937497864,0.012860595192301982
2018-03-09,57.89863204956055,0.0274750056228207,0.0082586060612634,0.027855924167534907
2018-03-12,58.15250778198242,0.0043752459093604,0.0091933386887831,0.004384831272085332
2018-03-13,56.85471725463867,-0.0225698101536453,0.0184870104698865,-0.022317017388299942
2018-03-14,57.302608489990234,0.007846952101528,0.0182305281538549,0.007877820117292433
2018-03-15,57.38839340209961,0.0014959312708353,0.0178735968946393,0.0014970507341627304
2018-03-16,56.58089447021485,-0.0141707026455424,0.0131068146367933,-0.014070770830382107
2018-03-19,54.86764144897461,-0.0307476088935949,0.0161497625082887,-0.03027970903044186
2018-03-20,54.654666900634766,-0.0038891586562703,0.0151135003078664,-0.0038816056734989335
2018-03-21,54.56489181518555,-0.0016439382602002,0.0131049839306288,-0.001642587733860612
2018-03-22,52.527435302734375,-0.038055058588675,0.0161675670452776,-0.0373400632654447
2018-03-23,51.20071792602539,-0.0255820563567689,0.0163489942462284,-0.02525760812540412
2018-03-26,52.57431411743164,0.0264741217708016,0.0247827817315113,0.02682767443594858
2018-03-27,50.22264099121094,-0.04576173492882,0.0294532479777564,-0.0447304575570483
2018-03-28,50.134857177734375,-0.0017494225636665,0.0294396107308059,-0.0017478932159685767
2018-03-29,51.72890853881836,0.0313002663830759,0.0331107648110566,0.03179527081193978
2018-04-02,50.50643539428711,-0.0239160228886404,0.0328347341464739,-0.023632301145768086
2018-04-03,50.80818939208984,0.005956788384858,0.0293719403531714,0.005974565329091908
2018-04-04,51.35832977294922,0.0107695887583776,0.0200387502092403,0.010827789524517684
2018-04-05,51.50446701049805,0.0028414031202604,0.0197859890522955,0.002845443732202524
2018-04-06,50.372772216796875,-0.0222177466713282,0.0164620396828552,-0.021972750314462997
