mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.002874135971069336,0.0014603365799041395,0.0016324996948242187,0.00020363332934659174,,{'max_depth': None},-0.7416715625219974,-0.09184804301328442,-0.5788400588006704,-1.590492088908507,-1.7060860691006656,-0.941787564469025,0.6163025653766132,2
0.001461362838745117,0.00013492474556871657,0.0015142440795898437,0.0002673892330562556,2,{'max_depth': 2},-0.05463069364236861,0.1126593941131886,0.059021711329441895,-0.007448623911611163,-0.7450144292744278,-0.12708252827715544,0.314169492801819,1
